rsid,bbl,tid,longi,lat,street,inaddress,type1,type2,outadd,tigerlineid
560,3011420092,36047030500,-73.9583,40.677345,L,"871 BERGEN ST,, BROOKLYN,, NY,, 11238",Match,Exact,"871 BERGEN ST, BROOKLYN, NY, 11238",59078453
561,3011430035,36047016100,-73.972694,40.680347,R,"532 BERGEN ST,, BROOKLYN,, NY,, 11217",Match,Exact,"532 BERGEN ST, BROOKLYN, NY, 11217",59077723
562,3011430035,36047016100,-73.97284,40.68038,R,"528 BERGEN ST,, BROOKLYN,, NY,, 11217",Match,Exact,"528 BERGEN ST, BROOKLYN, NY, 11217",59077723
563,3011430038,36047016100,-73.97262,40.680332,R,"534 BERGEN ST,, BROOKLYN,, NY,, 11217",Match,Exact,"534 BERGEN ST, BROOKLYN, NY, 11217",59077723
564,3011430039,36047016100,-73.97254,40.680317,R,"536 BERGEN ST,, BROOKLYN,, NY,, 11217",Match,Exact,"536 BERGEN ST, BROOKLYN, NY, 11217",59077723
565,3011430004,36047016100,-73.97448,40.679977,L,"261 FLATBUSH AVE,, BROOKLYN,, NY,, 11217",Match,Exact,"261 FLATBUSH AVE, BROOKLYN, NY, 11217",59077725
566,3011430040,36047016100,-73.972466,40.6803,R,"538 BERGEN ST,, BROOKLYN,, NY,, 11217",Match,Exact,"538 BERGEN ST, BROOKLYN, NY, 11217",59077723
567,3011430042,36047016100,-73.97232,40.68027,R,"542 BERGEN ST,, BROOKLYN,, NY,, 11217",Match,Exact,"542 BERGEN ST, BROOKLYN, NY, 11217",59077723
568,3011430008,36047016100,-73.97462,40.68043,L,"75 6TH AVE,, BROOKLYN,, NY,, 11217",Match,Exact,"75 6TH AVE, BROOKLYN, NY, 11217",59077722
569,3011440053,36047016300,-73.968315,40.679207,R,"580 VANDERBILT AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"580 VANDERBILT AVE, BROOKLYN, NY, 11238",59077984
570,3011440059,36047016300,-73.968475,40.678764,R,"592 VANDERBILT AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"592 VANDERBILT AVE, BROOKLYN, NY, 11238",59077984
571,3011440060,36047016300,-73.9685,40.678688,R,"594 VANDERBILT AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"594 VANDERBILT AVE, BROOKLYN, NY, 11238",59077984
572,3011460010,36047020500,-73.9654,40.678623,L,"71 UNDERHILL AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"71 UNDERHILL AVE, BROOKLYN, NY, 11238",59078005
573,3011460015,36047020500,-73.964676,40.678673,R,"720 BERGEN ST,, BROOKLYN,, NY,, 11238",Match,Exact,"720 BERGEN ST, BROOKLYN, NY, 11238",59078004
574,3011460016,36047020500,-73.96462,40.67866,R,"722 BERGEN ST,, BROOKLYN,, NY,, 11238",Match,Exact,"722 BERGEN ST, BROOKLYN, NY, 11238",59078004
575,3011460018,36047020500,-73.964516,40.67864,R,"726 BERGEN ST,, BROOKLYN,, NY,, 11238",Match,Exact,"726 BERGEN ST, BROOKLYN, NY, 11238",59078004
576,3011460023,36047020500,-73.96389,40.678436,R,"660 WASHINGTON AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"660 WASHINGTON AVE, BROOKLYN, NY, 11238",59078063
577,3011460026,36047020500,-73.96387,40.6783,R,"664 WASHINGTON AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"664 WASHINGTON AVE, BROOKLYN, NY, 11238",59078063
578,3011460039,36047020500,-73.96415,40.677624,L,"333 SAINT MARKS AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"333 ST MARKS AVE, BROOKLYN, NY, 11238",59078418
579,3011460004,36047020500,-73.96549,40.67838,L,"79 UNDERHILL AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"79 UNDERHILL AVE, BROOKLYN, NY, 11238",59078005
580,3011460004,36047020500,-73.965515,40.678314,L,"81 UNDERHILL AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"81 UNDERHILL AVE, BROOKLYN, NY, 11238",59078005
581,3011470038,36047020500,-73.96304,40.677395,L,"357 SAINT MARKS AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"357 ST MARKS AVE, BROOKLYN, NY, 11238",59078427
582,3011480001,36047030500,-73.96257,40.677216,L,"601 GRAND AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"601 GRAND AVE, BROOKLYN, NY, 11238",59078438
583,3011480001,36047030500,-73.962494,40.677414,L,"597 GRAND AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"597 GRAND AVE, BROOKLYN, NY, 11238",59078436
584,3011480001,36047030500,-73.96178,40.67713,L,"385 SAINT MARKS AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"385 ST MARKS AVE, BROOKLYN, NY, 11238",59078439
585,3011480001,36047030500,-73.962296,40.677242,L,"369 SAINT MARKS AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"369 ST MARKS AVE, BROOKLYN, NY, 11238",59078439
586,3011480020,36047030500,-73.96128,40.67796,R,"800 BERGEN ST,, BROOKLYN,, NY,, 11238",Match,Exact,"800 BERGEN ST, BROOKLYN, NY, 11238",59078437
587,3011480024,36047030500,-73.961,40.677902,R,"808 BERGEN ST,, BROOKLYN,, NY,, 11238",Match,Exact,"808 BERGEN ST, BROOKLYN, NY, 11238",59078437
588,3011480030,36047030500,-73.96064,40.677826,R,"818 BERGEN ST,, BROOKLYN,, NY,, 11238",Match,Exact,"818 BERGEN ST, BROOKLYN, NY, 11238",59078437
589,3011480033,36047030500,-73.95987,40.677666,R,"840 BERGEN ST,, BROOKLYN,, NY,, 11238",Match,Exact,"840 BERGEN ST, BROOKLYN, NY, 11238",59078437
590,3011480033,36047030500,-73.960434,40.677784,R,"824 BERGEN ST,, BROOKLYN,, NY,, 11238",Match,Exact,"824 BERGEN ST, BROOKLYN, NY, 11238",59078437
591,3011480005,36047030500,-73.96229,40.677982,L,"577 GRAND AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"577 GRAND AVE, BROOKLYN, NY, 11238",59078436
592,3011480005,36047030500,-73.962395,40.677696,L,"587 GRAND AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"587 GRAND AVE, BROOKLYN, NY, 11238",59078436
593,3011480005,36047030500,-73.962456,40.67753,L,"593 GRAND AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"593 GRAND AVE, BROOKLYN, NY, 11238",59078436
594,3011480005,36047030500,-73.962265,40.67804,L,"575 GRAND AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"575 GRAND AVE, BROOKLYN, NY, 11238",59078436
595,3011480005,36047030500,-73.96231,40.677925,L,"579 GRAND AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"579 GRAND AVE, BROOKLYN, NY, 11238",59078436
596,3011480005,36047030500,-73.96243,40.67758,L,"591 GRAND AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"591 GRAND AVE, BROOKLYN, NY, 11238",59078436
597,3011480080,36047030500,-73.96086,40.676937,L,"413 SAINT MARKS AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"413 ST MARKS AVE, BROOKLYN, NY, 11238",59078439
598,3011480080,36047030500,-73.96138,40.677048,L,"397 SAINT MARKS AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"397 ST MARKS AVE, BROOKLYN, NY, 11238",59078439
599,3011490011,36047030500,-73.959145,40.677444,L,"667 CLASSON AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"667 CLASSON AVE, BROOKLYN, NY, 11238",59078452
600,3011490015,36047030500,-73.95841,40.67736,R,"872 BERGEN ST,, BROOKLYN,, NY,, 11238",Match,Exact,"872 BERGEN ST, BROOKLYN, NY, 11238",59078453
601,3011490016,36047030500,-73.95834,40.677345,R,"874 BERGEN ST,, BROOKLYN,, NY,, 11238",Match,Exact,"874 BERGEN ST, BROOKLYN, NY, 11238",59078453
602,3011490018,36047030500,-73.95829,40.6764,L,"475 SAINT MARKS AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"475 ST MARKS AVE, BROOKLYN, NY, 11238",59078455
603,3011490018,36047030500,-73.95861,40.676468,L,"467 SAINT MARKS AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"467 ST MARKS AVE, BROOKLYN, NY, 11238",59078455
604,3011490023,36047030500,-73.95782,40.677235,R,"890 BERGEN ST,, BROOKLYN,, NY,, 11238",Match,Exact,"890 BERGEN ST, BROOKLYN, NY, 11238",59078453
605,3011490003,36047030500,-73.95927,40.677097,L,"681 CLASSON AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"681 CLASSON AVE, BROOKLYN, NY, 11238",59078452
606,3011490004,36047030500,-73.95924,40.677147,L,"679 CLASSON AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"679 CLASSON AVE, BROOKLYN, NY, 11238",59078452
607,3011490049,36047030500,-73.9559,40.676834,R,"942 BERGEN ST,, BROOKLYN,, NY,, 11238",Match,Exact,"942 BERGEN ST, BROOKLYN, NY, 11238",59079322
608,3011490052,36047030500,-73.955894,40.676434,R,"634 FRANKLIN AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"634 FRANKLIN AVE, BROOKLYN, NY, 11238",59079329
609,3011490063,36047030500,-73.95658,40.67604,L,"521 SAINT MARKS AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"521 ST MARKS AVE, BROOKLYN, NY, 11238",59079323
610,3011490068,36047030500,-73.956726,40.67607,L,"515 SAINT MARKS AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"515 ST MARKS AVE, BROOKLYN, NY, 11238",59079323
611,3011490081,36047030500,-73.95773,40.67628,L,"489 SAINT MARKS AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"489 ST MARKS AVE, BROOKLYN, NY, 11238",59078455
612,3011490084,36047030500,-73.95797,40.676334,L,"483 SAINT MARKS AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"483 ST MARKS AVE, BROOKLYN, NY, 11238",59078455
613,3011490095,36047030500,-73.95893,40.676533,L,"459 SAINT MARKS AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"459 ST MARKS AVE, BROOKLYN, NY, 11238",59078455
614,3011500012,36047016100,-73.97404,40.679375,L,"283 FLATBUSH AVE,, BROOKLYN,, NY,, 11217",Match,Exact,"283 FLATBUSH AVE, BROOKLYN, NY, 11217",59077730
615,3011500012,36047016100,-73.974075,40.67942,L,"281 FLATBUSH AVE,, BROOKLYN,, NY,, 11217",Match,Exact,"281 FLATBUSH AVE, BROOKLYN, NY, 11217",59077730
616,3011500062,36047016100,-73.97317,40.678574,L,"117 PROSPECT PL,, BROOKLYN,, NY,, 11217",Match,Exact,"117 PROSPECT PL, BROOKLYN, NY, 11217",59077739
617,3011500062,36047016100,-73.97324,40.67859,L,"115 PROSPECT PL,, BROOKLYN,, NY,, 11217",Match,Exact,"115 PROSPECT PL, BROOKLYN, NY, 11217",59077739
618,3011510034,36047016300,-73.969574,40.678753,R,"204 SAINT MARKS AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"204 ST MARKS AVE, BROOKLYN, NY, 11238",59077746
619,3011510035,36047016300,-73.96951,40.67874,R,"206 SAINT MARKS AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"206 ST MARKS AVE, BROOKLYN, NY, 11238",59077746
620,3011510090,36047016300,-73.971504,40.678226,L,"155 PROSPECT PL,, BROOKLYN,, NY,, 11238",Match,Exact,"155 PROSPECT PL, BROOKLYN, NY, 11238",59078210
621,3011520025,36047020500,-73.96727,40.678272,R,"262 SAINT MARKS AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"262 ST MARKS AVE, BROOKLYN, NY, 11238",59077983
622,3011520060,36047020500,-73.96648,40.677174,L,"307 PROSPECT PL,, BROOKLYN,, NY,, 11238",Match,Exact,"307 PROSPECT PL, BROOKLYN, NY, 11238",59078397
623,3011520062,36047020500,-73.96654,40.677185,L,"305 PROSPECT PL,, BROOKLYN,, NY,, 11238",Match,Exact,"305 PROSPECT PL, BROOKLYN, NY, 11238",59078397
624,3011520071,36047020500,-73.96709,40.6773,L,"285 PROSPECT PL,, BROOKLYN,, NY,, 11238",Match,Exact,"285 PROSPECT PL, BROOKLYN, NY, 11238",59078397
625,3011527502,36047020500,-73.96852,40.6776,L,"233 PROSPECT PL,, BROOKLYN,, NY,, 11238",Match,Exact,"233 PROSPECT PL, BROOKLYN, NY, 11238",59078397
626,3011520078,36047020500,-73.96753,40.67739,L,"269 PROSPECT PL,, BROOKLYN,, NY,, 11238",Match,Exact,"269 PROSPECT PL, BROOKLYN, NY, 11238",59078397
627,3011520088,36047020500,-73.96808,40.67751,L,"249 PROSPECT PL,, BROOKLYN,, NY,, 11238",Match,Exact,"249 PROSPECT PL, BROOKLYN, NY, 11238",59078397
628,3011520092,36047020500,-73.96835,40.677567,L,"239 PROSPECT PL,, BROOKLYN,, NY,, 11238",Match,Exact,"239 PROSPECT PL, BROOKLYN, NY, 11238",59078397
629,3011530002,36047020500,-73.965836,40.677425,L,"117 UNDERHILL AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"117 UNDERHILL AVE, BROOKLYN, NY, 11238",59078417
630,3011530026,36047020500,-73.964325,40.67765,R,"342 SAINT MARKS AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"342 ST MARKS AVE, BROOKLYN, NY, 11238",59078418
631,3011530030,36047020500,-73.96387,40.677555,R,"356 SAINT MARKS AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"356 ST MARKS AVE, BROOKLYN, NY, 11238",59078418
632,3011530030,36047020500,-73.96413,40.67761,R,"348 SAINT MARKS AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"348 ST MARKS AVE, BROOKLYN, NY, 11238",59078418
633,3011530030,36047020500,-73.9637,40.67745,R,"686 WASHINGTON AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"686 WASHINGTON AVE, BROOKLYN, NY, 11238",59078426
634,3011530054,36047020500,-73.96501,40.676865,L,"345 PROSPECT PL,, BROOKLYN,, NY,, 11238",Match,Exact,"345 PROSPECT PL, BROOKLYN, NY, 11238",59078412
635,3011530055,36047020500,-73.96513,40.67689,L,"341 PROSPECT PL,, BROOKLYN,, NY,, 11238",Match,Exact,"341 PROSPECT PL, BROOKLYN, NY, 11238",59078412
636,3011530057,36047020500,-73.96519,40.676903,L,"339 PROSPECT PL,, BROOKLYN,, NY,, 11238",Match,Exact,"339 PROSPECT PL, BROOKLYN, NY, 11238",59078412
637,3011530057,36047020500,-73.96525,40.676914,L,"337 PROSPECT PL,, BROOKLYN,, NY,, 11238",Match,Exact,"337 PROSPECT PL, BROOKLYN, NY, 11238",59078412
638,3011530058,36047020500,-73.96531,40.676926,L,"335 PROSPECT PL,, BROOKLYN,, NY,, 11238",Match,Exact,"335 PROSPECT PL, BROOKLYN, NY, 11238",59078412
639,3011530058,36047020500,-73.96537,40.676937,L,"333 PROSPECT PL,, BROOKLYN,, NY,, 11238",Match,Exact,"333 PROSPECT PL, BROOKLYN, NY, 11238",59078412
640,3011540018,36047020500,-73.963,40.677376,R,"372 SAINT MARKS AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"372 ST MARKS AVE, BROOKLYN, NY, 11238",59078427
641,3011550012,36047030500,-73.962585,40.67716,L,"603 GRAND AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"603 GRAND AVE, BROOKLYN, NY, 11238",59078438
642,3011550012,36047030500,-73.9623,40.67723,R,"382 SAINT MARKS AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"382 ST MARKS AVE, BROOKLYN, NY, 11238",59078439
643,3011550014,36047030500,-73.962105,40.67719,R,"388 SAINT MARKS AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"388 ST MARKS AVE, BROOKLYN, NY, 11238",59078439
644,3011550016,36047030500,-73.961975,40.677162,R,"392 SAINT MARKS AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"392 ST MARKS AVE, BROOKLYN, NY, 11238",59078439
645,3011550018,36047030500,-73.961845,40.677135,R,"396 SAINT MARKS AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"396 ST MARKS AVE, BROOKLYN, NY, 11238",59078439
646,3011550020,36047030500,-73.961716,40.677105,R,"400 SAINT MARKS AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"400 ST MARKS AVE, BROOKLYN, NY, 11238",59078439
647,3011550021,36047030500,-73.96152,40.677067,R,"406 SAINT MARKS AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"406 ST MARKS AVE, BROOKLYN, NY, 11238",59078439
648,3011550023,36047030500,-73.96145,40.67705,R,"408 SAINT MARKS AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"408 ST MARKS AVE, BROOKLYN, NY, 11238",59078439
649,3011550024,36047030500,-73.96139,40.677036,R,"410 SAINT MARKS AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"410 ST MARKS AVE, BROOKLYN, NY, 11238",59078439
650,3011550026,36047030500,-73.96132,40.677025,R,"412 SAINT MARKS AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"412 ST MARKS AVE, BROOKLYN, NY, 11238",59078439
651,3011550027,36047030500,-73.96126,40.67701,R,"414 SAINT MARKS AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"414 ST MARKS AVE, BROOKLYN, NY, 11238",59078439
652,3011550029,36047030500,-73.96119,40.677,R,"416 SAINT MARKS AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"416 ST MARKS AVE, BROOKLYN, NY, 11238",59078439
653,3011550047,36047030500,-73.959885,40.67672,R,"456 SAINT MARKS AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"456 ST MARKS AVE, BROOKLYN, NY, 11238",59078439
654,3011550047,36047030500,-73.960205,40.67679,R,"446 SAINT MARKS AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"446 ST MARKS AVE, BROOKLYN, NY, 11238",59078439
655,3011550058,36047030500,-73.96017,40.675846,L,"493 PROSPECT PL,, BROOKLYN,, NY,, 11238",Match,Exact,"493 PROSPECT PL, BROOKLYN, NY, 11238",59078431
656,3011550059,36047030500,-73.96027,40.67587,L,"489 PROSPECT PL,, BROOKLYN,, NY,, 11238",Match,Exact,"489 PROSPECT PL, BROOKLYN, NY, 11238",59078431
657,3011550063,36047030500,-73.96033,40.67588,L,"487 PROSPECT PL,, BROOKLYN,, NY,, 11238",Match,Exact,"487 PROSPECT PL, BROOKLYN, NY, 11238",59078431
658,3011550066,36047030500,-73.96054,40.675926,L,"479 PROSPECT PL,, BROOKLYN,, NY,, 11238",Match,Exact,"479 PROSPECT PL, BROOKLYN, NY, 11238",59078431
659,3011550068,36047030500,-73.960754,40.67597,L,"471 PROSPECT PL,, BROOKLYN,, NY,, 11238",Match,Exact,"471 PROSPECT PL, BROOKLYN, NY, 11238",59078431
660,3011550070,36047030500,-73.96081,40.67598,L,"469 PROSPECT PL,, BROOKLYN,, NY,, 11238",Match,Exact,"469 PROSPECT PL, BROOKLYN, NY, 11238",59078431
661,3011550072,36047030500,-73.96091,40.676003,L,"465 PROSPECT PL,, BROOKLYN,, NY,, 11238",Match,Exact,"465 PROSPECT PL, BROOKLYN, NY, 11238",59078431
662,3011550074,36047030500,-73.96107,40.676037,L,"459 PROSPECT PL,, BROOKLYN,, NY,, 11238",Match,Exact,"459 PROSPECT PL, BROOKLYN, NY, 11238",59078431
663,3011550076,36047030500,-73.961174,40.67606,L,"455 PROSPECT PL,, BROOKLYN,, NY,, 11238",Match,Exact,"455 PROSPECT PL, BROOKLYN, NY, 11238",59078431
664,3011550077,36047030500,-73.96128,40.676083,L,"451 PROSPECT PL,, BROOKLYN,, NY,, 11238",Match,Exact,"451 PROSPECT PL, BROOKLYN, NY, 11238",59078431
665,3011550008,36047030500,-73.96269,40.676872,L,"613 GRAND AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"613 GRAND AVE, BROOKLYN, NY, 11238",59078438
666,3011550009,36047030500,-73.96261,40.6771,L,"605 GRAND AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"605 GRAND AVE, BROOKLYN, NY, 11238",59078438
667,3011550009,36047030500,-73.96263,40.677044,L,"607 GRAND AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"607 GRAND AVE, BROOKLYN, NY, 11238",59078438
668,3011550009,36047030500,-73.96265,40.676987,L,"609 GRAND AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"609 GRAND AVE, BROOKLYN, NY, 11238",59078438
669,3011560045,36047030500,-73.95755,40.676235,R,"542 SAINT MARKS AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"542 ST MARKS AVE, BROOKLYN, NY, 11238",59078455
670,3011560051,36047030500,-73.95734,40.67619,R,"552 SAINT MARKS AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"552 ST MARKS AVE, BROOKLYN, NY, 11238",59078455
671,3011560062,36047030500,-73.95709,40.675205,L,"597 PROSPECT PL,, BROOKLYN,, NY,, 11238",Match,Exact,"597 PROSPECT PL, BROOKLYN, NY, 11238",59079334
672,3011560064,36047030500,-73.9574,40.67527,L,"591 PROSPECT PL,, BROOKLYN,, NY,, 11238",Match,Exact,"591 PROSPECT PL, BROOKLYN, NY, 11238",59079334
673,3011560066,36047030500,-73.957756,40.675343,L,"585 PROSPECT PL,, BROOKLYN,, NY,, 11238",Match,Exact,"585 PROSPECT PL, BROOKLYN, NY, 11238",59078449
674,3011570001,36047016100,-73.97212,40.678078,R,"636 CARLTON AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"636 CARLTON AVE, BROOKLYN, NY, 11238",59078209
675,3011570010,36047016100,-73.97308,40.678055,L,"321 FLATBUSH AVE,, BROOKLYN,, NY,, 11217",Match,Exact,"321 FLATBUSH AVE, BROOKLYN, NY, 11217",59077738
676,3011570011,36047016100,-73.973175,40.67819,L,"319 FLATBUSH AVE,, BROOKLYN,, NY,, 11217",Match,Exact,"319 FLATBUSH AVE, BROOKLYN, NY, 11217",59077738
677,3011570015,36047016100,-73.9732,40.67857,R,"126 PROSPECT PL,, BROOKLYN,, NY,, 11217",Match,Exact,"126 PROSPECT PL, BROOKLYN, NY, 11217",59077739
678,3011570021,36047016100,-73.97282,40.67849,R,"134 PROSPECT PL,, BROOKLYN,, NY,, 11217",Match,Exact,"134 PROSPECT PL, BROOKLYN, NY, 11217",59077739
679,3011570022,36047016100,-73.972725,40.67847,R,"136 PROSPECT PL,, BROOKLYN,, NY,, 11217",Match,Exact,"136 PROSPECT PL, BROOKLYN, NY, 11217",59077739
680,3011570028,36047016100,-73.97208,40.678223,R,"620 CARLTON AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"620 CARLTON AVE, BROOKLYN, NY, 11238",59078209
681,3011580021,36047016300,-73.97071,40.678047,R,"182 PROSPECT PL,, BROOKLYN,, NY,, 11238",Match,Exact,"182 PROSPECT PL, BROOKLYN, NY, 11238",59078210
682,3011580021,36047016300,-73.97078,40.678062,R,"180 PROSPECT PL,, BROOKLYN,, NY,, 11238",Match,Exact,"180 PROSPECT PL, BROOKLYN, NY, 11238",59078210
683,3011580023,36047016300,-73.97058,40.67802,R,"186 PROSPECT PL,, BROOKLYN,, NY,, 11238",Match,Exact,"186 PROSPECT PL, BROOKLYN, NY, 11238",59078210
684,3011580037,36047016300,-73.96965,40.677826,R,"214 PROSPECT PL,, BROOKLYN,, NY,, 11238",Match,Exact,"214 PROSPECT PL, BROOKLYN, NY, 11238",59078210
685,3011580037,36047016300,-73.96951,40.6778,R,"218 PROSPECT PL,, BROOKLYN,, NY,, 11238",Match,Exact,"218 PROSPECT PL, BROOKLYN, NY, 11238",59078210
686,3011580061,36047016300,-73.9705,40.677067,L,"225 PARK PL,, BROOKLYN,, NY,, 11238",Match,Exact,"225 PARK PL, BROOKLYN, NY, 11238",59078207
687,3011580082,36047016300,-73.97172,40.677322,L,"179 PARK PL,, BROOKLYN,, NY,, 11238",Match,Exact,"179 PARK PL, BROOKLYN, NY, 11238",59078207
688,3011580083,36047016300,-73.97177,40.677334,L,"177 PARK PL,, BROOKLYN,, NY,, 11238",Match,Exact,"177 PARK PL, BROOKLYN, NY, 11238",59078207
689,3011580084,36047016300,-73.971825,40.677345,L,"175 PARK PL,, BROOKLYN,, NY,, 11238",Match,Exact,"175 PARK PL, BROOKLYN, NY, 11238",59078207
690,3011590017,36047020500,-73.96808,40.677498,R,"252 PROSPECT PL,, BROOKLYN,, NY,, 11238",Match,Exact,"252 PROSPECT PL, BROOKLYN, NY, 11238",59078397
691,3011590003,36047020500,-73.9691,40.67698,L,"667 VANDERBILT AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"667 VANDERBILT AVE, BROOKLYN, NY, 11238",59078396
692,3011590004,36047020500,-73.96908,40.67704,L,"665 VANDERBILT AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"665 VANDERBILT AVE, BROOKLYN, NY, 11238",59078396
693,3011590041,36047020500,-73.96659,40.677185,R,"306 PROSPECT PL,, BROOKLYN,, NY,, 11238",Match,Exact,"306 PROSPECT PL, BROOKLYN, NY, 11238",59078397
694,3011590043,36047020500,-73.96601,40.67699,R,"118 UNDERHILL AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"118 UNDERHILL AVE, BROOKLYN, NY, 11238",59078411
695,3011600027,36047020500,-73.964584,40.67676,R,"364 PROSPECT PL,, BROOKLYN,, NY,, 11238",Match,Exact,"364 PROSPECT PL, BROOKLYN, NY, 11238",59078412
696,3011600032,36047020500,-73.96407,40.676655,R,"382 PROSPECT PL,, BROOKLYN,, NY,, 11238",Match,Exact,"382 PROSPECT PL, BROOKLYN, NY, 11238",59078412
697,3011600035,36047020500,-73.96396,40.676632,R,"386 PROSPECT PL,, BROOKLYN,, NY,, 11238",Match,Exact,"386 PROSPECT PL, BROOKLYN, NY, 11238",59078412
698,3011600042,36047020500,-73.96343,40.676025,R,"732 WASHINGTON AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"732 WASHINGTON AVE, BROOKLYN, NY, 11238",59078429
699,3011600044,36047020500,-73.9634,40.67586,R,"738 WASHINGTON AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"738 WASHINGTON AVE, BROOKLYN, NY, 11238",59078429
700,3011600045,36047020500,-73.96338,40.67575,R,"742 WASHINGTON AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"742 WASHINGTON AVE, BROOKLYN, NY, 11238",59078429
701,3011600046,36047020500,-73.96393,40.675694,L,"425 PARK PL,, BROOKLYN,, NY,, 11238",Match,Exact,"425 PARK PL, BROOKLYN, NY, 11238",59078416
702,3011600048,36047020500,-73.96405,40.675716,L,"421 PARK PL,, BROOKLYN,, NY,, 11238",Match,Exact,"421 PARK PL, BROOKLYN, NY, 11238",59078416
703,3011620013,36047030500,-73.962906,40.676273,L,"631 GRAND AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"631 GRAND AVE, BROOKLYN, NY, 11238",59078430
704,3011620014,36047030500,-73.96288,40.676334,L,"629 GRAND AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"629 GRAND AVE, BROOKLYN, NY, 11238",59078430
705,3011620014,36047030500,-73.9624,40.676304,R,"416 PROSPECT PL,, BROOKLYN,, NY,, 11238",Match,Exact,"416 PROSPECT PL, BROOKLYN, NY, 11238",59078431
706,3011620016,36047030500,-73.962296,40.67628,R,"420 PROSPECT PL,, BROOKLYN,, NY,, 11238",Match,Exact,"420 PROSPECT PL, BROOKLYN, NY, 11238",59078431
707,3011620018,36047030500,-73.96218,40.676258,R,"424 PROSPECT PL,, BROOKLYN,, NY,, 11238",Match,Exact,"424 PROSPECT PL, BROOKLYN, NY, 11238",59078431
