rsid,bbl,tid,longi,lat,street,inaddress,type1,type2,outadd,tigerlineid
408,3010990040,36047016700,-73.9785,40.662632,R,"172 PROSPECT PARK W,, BROOKLYN,, NY,, 11215",Match,Exact,"172 PROSPECT PARK W, BROOKLYN, NY, 11215",59078280
409,3010990044,36047016700,-73.978714,40.66238,R,"176 PROSPECT PARK W,, BROOKLYN,, NY,, 11215",Match,Exact,"176 PROSPECT PARK W, BROOKLYN, NY, 11215",59078280
410,3010990046,36047016700,-73.97882,40.662254,R,"178 PROSPECT PARK W,, BROOKLYN,, NY,, 11215",Match,Exact,"178 PROSPECT PARK W, BROOKLYN, NY, 11215",59078280
411,3010990006,36047016700,-73.98078,40.663868,L,"1207 8TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"1207 8TH AVE, BROOKLYN, NY, 11215",59078265
412,3010990007,36047016700,-73.980774,40.66388,L,"1205 8TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"1205 8TH AVE, BROOKLYN, NY, 11215",59078265
413,3010990008,36047016700,-73.98077,40.66389,L,"1203 8TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"1203 8TH AVE, BROOKLYN, NY, 11215",59078265
414,3010990009,36047016700,-73.98054,40.663853,R,"468 12TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"468 12TH ST, BROOKLYN, NY, 11215",59078266
415,3011000006,36047014900,-73.98387,40.664135,L,"413 7TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"413 7TH AVE, BROOKLYN, NY, 11215",59078259
416,3011000060,36047014900,-73.98278,40.66326,L,"409 14TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"409 14TH ST, BROOKLYN, NY, 11215",59075819
417,3011000060,36047014900,-73.98272,40.66323,L,"411 14TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"411 14TH ST, BROOKLYN, NY, 11215",59075819
418,3011000060,36047014900,-73.98266,40.6632,L,"413 14TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"413 14TH ST, BROOKLYN, NY, 11215",59075819
419,3011000060,36047014900,-73.98254,40.66314,L,"417 14TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"417 14TH ST, BROOKLYN, NY, 11215",59075819
420,3011000060,36047014900,-73.98247,40.66311,L,"419 14TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"419 14TH ST, BROOKLYN, NY, 11215",59075819
421,3011007501,36047014900,-73.982285,40.66302,L,"425 14TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"425 14TH ST, BROOKLYN, NY, 11215",59075819
422,3011007501,36047014900,-73.98222,40.66299,L,"427 14TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"427 14TH ST, BROOKLYN, NY, 11215",59075819
423,3011007501,36047014900,-73.98241,40.663082,L,"421 14TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"421 14TH ST, BROOKLYN, NY, 11215",59075819
424,3011000008,36047014900,-73.98379,40.664234,L,"409 7TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"409 7TH AVE, BROOKLYN, NY, 11215",59078259
425,3011010038,36047016700,-73.978905,40.66216,R,"179 PROSPECT PARK W,, BROOKLYN,, NY,, 11215",Match,Exact,"179 PROSPECT PARK W, BROOKLYN, NY, 11215",59078288
426,3011010040,36047016700,-73.978905,40.66216,R,"180 PROSPECT PARK W,, BROOKLYN,, NY,, 11215",Match,Exact,"180 PROSPECT PARK W, BROOKLYN, NY, 11215",59078288
427,3011010041,36047016700,-73.97896,40.662083,R,"181 PROSPECT PARK W,, BROOKLYN,, NY,, 11215",Match,Exact,"181 PROSPECT PARK W, BROOKLYN, NY, 11215",59078288
428,3011010042,36047016700,-73.97897,40.66207,R,"182 PROSPECT PARK W,, BROOKLYN,, NY,, 11215",Match,Exact,"182 PROSPECT PARK W, BROOKLYN, NY, 11215",59078288
429,3011010043,36047016700,-73.97904,40.661987,R,"184 PROSPECT PARK W,, BROOKLYN,, NY,, 11215",Match,Exact,"184 PROSPECT PARK W, BROOKLYN, NY, 11215",59078288
430,3011010044,36047016700,-73.97908,40.661938,R,"185 PROSPECT PARK W,, BROOKLYN,, NY,, 11215",Match,Exact,"185 PROSPECT PARK W, BROOKLYN, NY, 11215",59078288
431,3011030001,36047016700,-73.98184,40.6626,L,"1419 8TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"1419 8TH AVE, BROOKLYN, NY, 11215",59078261
432,3011030054,36047016700,-73.98107,40.661594,L,"457 15TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"457 15TH ST, BROOKLYN, NY, 11215",59078270
433,3011030071,36047016700,-73.98178,40.661934,L,"417 15TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"417 15TH ST, BROOKLYN, NY, 11215",59078270
434,3011030009,36047016700,-73.98068,40.662235,R,"442 14TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"442 14TH ST, BROOKLYN, NY, 11215",59078262
435,3011040010,36047014900,-73.98411,40.663044,R,"364 15TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"364 15TH ST, BROOKLYN, NY, 11215",59075817
436,3011040020,36047014900,-73.98338,40.662693,R,"388 15TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"388 15TH ST, BROOKLYN, NY, 11215",59075817
437,3011040021,36047014900,-73.98332,40.662666,R,"390 15TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"390 15TH ST, BROOKLYN, NY, 11215",59075817
438,3011040003,36047014900,-73.984924,40.662872,L,"451 7TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"451 7TH AVE, BROOKLYN, NY, 11215",59075816
439,3011040032,36047014900,-73.98284,40.662434,R,"406 15TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"406 15TH ST, BROOKLYN, NY, 11215",59075817
440,3011040005,36047014900,-73.98481,40.663017,L,"447 7TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"447 7TH AVE, BROOKLYN, NY, 11215",59075816
441,3011040006,36047014900,-73.98475,40.66309,L,"445 7TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"445 7TH AVE, BROOKLYN, NY, 11215",59075816
442,3011040069,36047014900,-73.98432,40.662315,L,"357 16TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"357 16TH ST, BROOKLYN, NY, 11215",59075815
443,3011040070,36047014900,-73.98439,40.662346,L,"355 16TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"355 16TH ST, BROOKLYN, NY, 11215",59075815
444,3011050016,36047016900,-73.98166,40.66186,R,"440 15TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"440 15TH ST, BROOKLYN, NY, 11215",59078270
445,3011050018,36047016900,-73.98161,40.661842,R,"442 15TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"442 15TH ST, BROOKLYN, NY, 11215",59078270
446,3011050020,36047016900,-73.98157,40.66182,R,"444 15TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"444 15TH ST, BROOKLYN, NY, 11215",59078270
447,3011050022,36047016900,-73.98152,40.661797,R,"446 15TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"446 15TH ST, BROOKLYN, NY, 11215",59078270
448,3011050026,36047016900,-73.98134,40.66171,R,"454 15TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"454 15TH ST, BROOKLYN, NY, 11215",59078270
449,3011050029,36047016900,-73.981255,40.661667,R,"458 15TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"458 15TH ST, BROOKLYN, NY, 11215",59078270
450,3011050033,36047016900,-73.98107,40.66158,R,"466 15TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"466 15TH ST, BROOKLYN, NY, 11215",59078270
451,3011050034,36047016900,-73.98098,40.661537,R,"470 15TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"470 15TH ST, BROOKLYN, NY, 11215",59078270
452,3011050038,36047016900,-73.98028,40.660526,R,"206 PROSPECT PARK W,, BROOKLYN,, NY,, 11215",Match,Exact,"206 PROSPECT PARK W, BROOKLYN, NY, 11215",59078289
453,3011050040,36047016900,-73.980316,40.66048,R,"208 PROSPECT PARK W,, BROOKLYN,, NY,, 11215",Match,Exact,"208 PROSPECT PARK W, BROOKLYN, NY, 11215",59078289
454,3011050041,36047016900,-73.980354,40.66043,R,"210 PROSPECT PARK W,, BROOKLYN,, NY,, 11215",Match,Exact,"210 PROSPECT PARK W, BROOKLYN, NY, 11215",59078289
455,3011050043,36047016900,-73.98078,40.660603,L,"451 16TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"451 16TH ST, BROOKLYN, NY, 11215",59078272
456,3011050044,36047016900,-73.98085,40.660637,L,"449 16TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"449 16TH ST, BROOKLYN, NY, 11215",59078272
457,3011050045,36047016900,-73.98093,40.66067,L,"447 16TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"447 16TH ST, BROOKLYN, NY, 11215",59078272
458,3011050047,36047016900,-73.98107,40.660744,L,"443 16TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"443 16TH ST, BROOKLYN, NY, 11215",59078272
459,3011050049,36047016900,-73.98122,40.660812,L,"439 16TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"439 16TH ST, BROOKLYN, NY, 11215",59078272
460,3011050050,36047016900,-73.98129,40.66085,L,"437 16TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"437 16TH ST, BROOKLYN, NY, 11215",59078272
461,3011050051,36047016900,-73.98137,40.660885,L,"435 16TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"435 16TH ST, BROOKLYN, NY, 11215",59078272
462,3011050052,36047016900,-73.98144,40.66092,L,"433 16TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"433 16TH ST, BROOKLYN, NY, 11215",59078272
463,3011050057,36047016900,-73.98158,40.66099,L,"429 16TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"429 16TH ST, BROOKLYN, NY, 11215",59078272
464,3011050059,36047016900,-73.98166,40.661026,L,"427 16TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"427 16TH ST, BROOKLYN, NY, 11215",59078272
465,3011050061,36047016900,-73.981804,40.6611,L,"423 16TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"423 16TH ST, BROOKLYN, NY, 11215",59078272
466,3011050063,36047016900,-73.98195,40.66117,L,"419 16TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"419 16TH ST, BROOKLYN, NY, 11215",59078272
467,3011060014,36047016900,-73.97911,40.66062,R,"7 PROSPECT PARK SW,, BROOKLYN,, NY,, 11215",Match,Exact,"7 PROSPECT PARK SW, BROOKLYN, NY, 11215",59078286
468,3011060016,36047016900,-73.97901,40.660576,R,"10 PROSPECT PARK SW,, BROOKLYN,, NY,, 11215",Match,Exact,"10 PROSPECT PARK SW, BROOKLYN, NY, 11215",59078286
469,3011060019,36047016900,-73.978806,40.660477,R,"14 PROSPECT PARK SW,, BROOKLYN,, NY,, 11215",Match,Exact,"14 PROSPECT PARK SW, BROOKLYN, NY, 11215",59078286
470,3011060002,36047016900,-73.980316,40.660465,L,"211 PROSPECT PARK W,, BROOKLYN,, NY,, 11215",Match,Exact,"211 PROSPECT PARK W, BROOKLYN, NY, 11215",59078289
471,3011060002,36047016900,-73.980286,40.6605,L,"209 PROSPECT PARK W,, BROOKLYN,, NY,, 11215",Match,Exact,"209 PROSPECT PARK W, BROOKLYN, NY, 11215",59078289
472,3011060005,36047016900,-73.979416,40.66077,R,"1 PROSPECT PARK SW,, BROOKLYN,, NY,, 11215",Match,Exact,"1 PROSPECT PARK SW, BROOKLYN, NY, 11215",59078286
473,3011070001,36047017100,-73.97775,40.659138,L,"531 16TH ST,, BROOKLYN,, NY,, 11215",Match,Exact,"531 16TH ST, BROOKLYN, NY, 11215",59078295
474,3011070021,36047017100,-73.975975,40.659115,R,"63 PROSPECT PARK SW,, BROOKLYN,, NY,, 11215",Match,Exact,"63 PROSPECT PARK SW, BROOKLYN, NY, 11215",59078297
475,3011070021,36047017100,-73.97629,40.659264,R,"57 PROSPECT PARK SW,, BROOKLYN,, NY,, 11215",Match,Exact,"57 PROSPECT PARK SW, BROOKLYN, NY, 11215",59078297
476,3011070027,36047017100,-73.97566,40.658962,R,"70 PROSPECT PARK SW,, BROOKLYN,, NY,, 11215",Match,Exact,"70 PROSPECT PARK SW, BROOKLYN, NY, 11215",59078297
477,3011070027,36047017100,-73.97587,40.65906,R,"65 PROSPECT PARK SW,, BROOKLYN,, NY,, 11215",Match,Exact,"65 PROSPECT PARK SW, BROOKLYN, NY, 11215",59078297
478,3011070033,36047017100,-73.97535,40.65881,R,"75 PROSPECT PARK SW,, BROOKLYN,, NY,, 11215",Match,Exact,"75 PROSPECT PARK SW, BROOKLYN, NY, 11215",59078297
479,3011070005,36047017100,-73.977325,40.659767,R,"38 PROSPECT PARK SW,, BROOKLYN,, NY,, 11215",Match,Exact,"38 PROSPECT PARK SW, BROOKLYN, NY, 11215",59078297
480,3011070009,36047017100,-73.97712,40.659668,R,"41 PROSPECT PARK SW,, BROOKLYN,, NY,, 11215",Match,Exact,"41 PROSPECT PARK SW, BROOKLYN, NY, 11215",59078297
481,3011080001,36047014900,-73.98555,40.66213,L,"477 7TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"477 7TH AVE, BROOKLYN, NY, 11215",59075814
482,3011080001,36047014900,-73.985405,40.661995,L,"1 WINDSOR PL,, BROOKLYN,, NY,, 11215",Match,Exact,"1 WINDSOR PL, BROOKLYN, NY, 11215",59075825
483,3011080003,36047014900,-73.98542,40.662277,L,"471 7TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"471 7TH AVE, BROOKLYN, NY, 11215",59075814
484,3011120001,36047014900,-73.98603,40.661568,L,"497 7TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"497 7TH AVE, BROOKLYN, NY, 11215",59075824
485,3011120001,36047014900,-73.98581,40.661285,L,"373 PROSPECT AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"373 PROSPECT AVE, BROOKLYN, NY, 11215",59075823
486,3011120003,36047014900,-73.98594,40.66167,L,"493 7TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"493 7TH AVE, BROOKLYN, NY, 11215",59075824
487,3011120050,36047014900,-73.9834,40.66076,R,"1632 8TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"1632 8TH AVE, BROOKLYN, NY, 11215",59078267
488,3011120087,36047014900,-73.98528,40.66097,L,"389 PROSPECT AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"389 PROSPECT AVE, BROOKLYN, NY, 11215",59075823
489,3011120091,36047014900,-73.98554,40.66113,L,"381 PROSPECT AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"381 PROSPECT AVE, BROOKLYN, NY, 11215",59075823
490,3011130001,36047016900,-73.983826,40.66024,L,"1657 8TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"1657 8TH AVE, BROOKLYN, NY, 11215",59078267
491,3011130004,36047016900,-73.98368,40.660408,L,"1649 8TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"1649 8TH AVE, BROOKLYN, NY, 11215",59078267
492,3011130005,36047016900,-73.98364,40.66045,L,"1647 8TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"1647 8TH AVE, BROOKLYN, NY, 11215",59078267
493,3011130050,36047016900,-73.981255,40.659363,R,"240 PROSPECT PARK W,, BROOKLYN,, NY,, 11215",Match,Exact,"240 PROSPECT PARK W, BROOKLYN, NY, 11215",59078274
494,3011130051,36047016900,-73.9813,40.659306,R,"242 PROSPECT PARK W,, BROOKLYN,, NY,, 11215",Match,Exact,"242 PROSPECT PARK W, BROOKLYN, NY, 11215",59078274
495,3011130052,36047016900,-73.98135,40.659245,R,"244 PROSPECT PARK W,, BROOKLYN,, NY,, 11215",Match,Exact,"244 PROSPECT PARK W, BROOKLYN, NY, 11215",59078274
496,3011130006,36047016900,-73.983604,40.660492,L,"1645 8TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"1645 8TH AVE, BROOKLYN, NY, 11215",59078267
497,3011130007,36047016900,-73.983574,40.660534,L,"1643 8TH AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"1643 8TH AVE, BROOKLYN, NY, 11215",59078267
498,3011130079,36047016900,-73.98348,40.65988,L,"437 PROSPECT AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"437 PROSPECT AVE, BROOKLYN, NY, 11215",59075827
499,3011160063,36047017100,-73.97899,40.65717,L,"577 PROSPECT AVE,, BROOKLYN,, NY,, 11215",Match,Exact,"577 PROSPECT AVE, BROOKLYN, NY, 11215",59078328
500,3011220043,36047020300,-73.964745,40.68048,R,"20 UNDERHILL AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"20 UNDERHILL AVE, BROOKLYN, NY, 11238",59078000
501,3011220047,36047020300,-73.96519,40.680443,L,"895 PACIFIC ST,, BROOKLYN,, NY,, 11238",Match,Exact,"895 PACIFIC ST, BROOKLYN, NY, 11238",59077979
502,3011220048,36047020300,-73.96527,40.680458,L,"893 PACIFIC ST,, BROOKLYN,, NY,, 11238",Match,Exact,"893 PACIFIC ST, BROOKLYN, NY, 11238",59077979
503,3011220049,36047020300,-73.965355,40.680477,L,"891 PACIFIC ST,, BROOKLYN,, NY,, 11238",Match,Exact,"891 PACIFIC ST, BROOKLYN, NY, 11238",59077979
504,3011250057,36047030500,-73.959274,40.679203,L,"1033 PACIFIC ST,, BROOKLYN,, NY,, 11238",Match,Exact,"1033 PACIFIC ST, BROOKLYN, NY, 11238",59078072
505,3011260089,36047030500,-73.957794,40.678894,L,"1063 PACIFIC ST,, BROOKLYN,, NY,, 11238",Match,Exact,"1063 PACIFIC ST, BROOKLYN, NY, 11238",59078090
506,3011280075,36047016100,-73.973,40.68125,L,"523 DEAN ST,, BROOKLYN,, NY,, 11217",Match,Exact,"523 DEAN ST, BROOKLYN, NY, 11217",642653857
507,3011280084,36047016100,-73.9737,40.6814,L,"497 DEAN ST,, BROOKLYN,, NY,, 11217",Match,Exact,"497 DEAN ST, BROOKLYN, NY, 11217",642653857
508,3011300054,36047020300,-73.966156,40.67982,L,"733 DEAN ST,, BROOKLYN,, NY,, 11238",Match,Exact,"733 DEAN ST, BROOKLYN, NY, 11238",59077981
509,3011300059,36047020300,-73.96651,40.679893,L,"719 DEAN ST,, BROOKLYN,, NY,, 11238",Match,Exact,"719 DEAN ST, BROOKLYN, NY, 11238",59077981
510,3011300075,36047020300,-73.966606,40.679916,L,"715 DEAN ST,, BROOKLYN,, NY,, 11238",Match,Exact,"715 DEAN ST, BROOKLYN, NY, 11238",59077981
511,3011300075,36047020300,-73.967415,40.680084,L,"683 DEAN ST,, BROOKLYN,, NY,, 11238",Match,Exact,"683 DEAN ST, BROOKLYN, NY, 11238",59077981
512,3011300009,36047020300,-73.96776,40.680717,L,"567 VANDERBILT AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"567 VANDERBILT AVE, BROOKLYN, NY, 11238",59077978
513,3011310001,36047020300,-73.9655,40.679684,L,"759 DEAN ST,, BROOKLYN,, NY,, 11238",Match,Exact,"759 DEAN ST, BROOKLYN, NY, 11238",59077981
514,3011310001,36047020300,-73.965034,40.679646,L,"43 UNDERHILL AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"43 UNDERHILL AVE, BROOKLYN, NY, 11238",59078003
515,3011310003,36047020300,-73.96503,40.679676,L,"41 UNDERHILL AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"41 UNDERHILL AVE, BROOKLYN, NY, 11238",59078003
516,3011320017,36047020300,-73.9635,40.680077,R,"914 PACIFIC ST,, BROOKLYN,, NY,, 11238",Match,Exact,"914 PACIFIC ST, BROOKLYN, NY, 11238",59078059
517,3011320070,36047020300,-73.96347,40.679256,L,"787 DEAN ST,, BROOKLYN,, NY,, 11238",Match,Exact,"787 DEAN ST, BROOKLYN, NY, 11238",59078062
518,3011330043,36047030500,-73.95936,40.679207,R,"1020 PACIFIC ST,, BROOKLYN,, NY,, 11238",Match,Exact,"1020 PACIFIC ST, BROOKLYN, NY, 11238",59078072
519,3011340054,36047030500,-73.95528,40.67813,R,"592 FRANKLIN AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"592 FRANKLIN AVE, BROOKLYN, NY, 11238",59079325
520,3011350030,36047012902,-73.9744,40.681034,R,"60 6TH AVE,, BROOKLYN,, NY,, 11217",Match,Exact,"60 6TH AVE, BROOKLYN, NY, 11217",59077720
521,3011350034,36047012902,-73.97465,40.68077,L,"475 BERGEN ST,, BROOKLYN,, NY,, 11217",Match,Exact,"475 BERGEN ST, BROOKLYN, NY, 11217",59077718
522,3011360037,36047016100,-73.97216,40.681065,R,"546 DEAN ST,, BROOKLYN,, NY,, 11217",Match,Exact,"546 DEAN ST, BROOKLYN, NY, 11217",642653857
523,3011360040,36047016100,-73.97198,40.681026,R,"552 DEAN ST,, BROOKLYN,, NY,, 11217",Match,Exact,"552 DEAN ST, BROOKLYN, NY, 11217",642653857
524,3011360058,36047016100,-73.97197,40.68021,L,"549 BERGEN ST,, BROOKLYN,, NY,, 11217",Match,Exact,"549 BERGEN ST, BROOKLYN, NY, 11217",59077723
525,3011360060,36047016100,-73.9721,40.680237,L,"545 BERGEN ST,, BROOKLYN,, NY,, 11217",Match,Exact,"545 BERGEN ST, BROOKLYN, NY, 11217",59077723
526,3011360061,36047016100,-73.97217,40.680252,L,"543 BERGEN ST,, BROOKLYN,, NY,, 11217",Match,Exact,"543 BERGEN ST, BROOKLYN, NY, 11217",59077723
527,3011360062,36047016100,-73.97223,40.680264,L,"541 BERGEN ST,, BROOKLYN,, NY,, 11217",Match,Exact,"541 BERGEN ST, BROOKLYN, NY, 11217",59077723
528,3011360065,36047016100,-73.9723,40.68028,L,"539 BERGEN ST,, BROOKLYN,, NY,, 11217",Match,Exact,"539 BERGEN ST, BROOKLYN, NY, 11217",59077723
529,3011360067,36047016100,-73.97236,40.68029,L,"537 BERGEN ST,, BROOKLYN,, NY,, 11217",Match,Exact,"537 BERGEN ST, BROOKLYN, NY, 11217",59077723
530,3011360069,36047016100,-73.97249,40.680317,L,"533 BERGEN ST,, BROOKLYN,, NY,, 11217",Match,Exact,"533 BERGEN ST, BROOKLYN, NY, 11217",59077723
531,3011360008,36047016100,-73.974335,40.681194,L,"49 6TH AVE,, BROOKLYN,, NY,, 11217",Match,Exact,"49 6TH AVE, BROOKLYN, NY, 11217",59077720
532,3011370051,36047016300,-73.96806,40.679893,R,"560 VANDERBILT AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"560 VANDERBILT AVE, BROOKLYN, NY, 11238",59077980
533,3011370053,36047016300,-73.96811,40.67978,R,"564 VANDERBILT AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"564 VANDERBILT AVE, BROOKLYN, NY, 11238",59077980
534,3011370055,36047016300,-73.96815,40.67966,R,"568 VANDERBILT AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"568 VANDERBILT AVE, BROOKLYN, NY, 11238",59077980
535,3011370056,36047016300,-73.96817,40.679604,R,"570 VANDERBILT AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"570 VANDERBILT AVE, BROOKLYN, NY, 11238",59077980
536,3011400150,36047020300,-73.96302,40.678337,L,"765 BERGEN ST,, BROOKLYN,, NY,, 11238",Match,Exact,"765 BERGEN ST, BROOKLYN, NY, 11238",59078064
537,3011400151,36047020300,-73.963104,40.678356,L,"763 BERGEN ST,, BROOKLYN,, NY,, 11238",Match,Exact,"763 BERGEN ST, BROOKLYN, NY, 11238",59078064
538,3011400152,36047020300,-73.96319,40.67837,L,"761 BERGEN ST,, BROOKLYN,, NY,, 11238",Match,Exact,"761 BERGEN ST, BROOKLYN, NY, 11238",59078064
539,3011400153,36047020300,-73.96327,40.67839,L,"759 BERGEN ST,, BROOKLYN,, NY,, 11238",Match,Exact,"759 BERGEN ST, BROOKLYN, NY, 11238",59078064
540,3011400022,36047020300,-73.96299,40.679146,R,"816 DEAN ST,, BROOKLYN,, NY,, 11238",Match,Exact,"816 DEAN ST, BROOKLYN, NY, 11238",59078062
541,3011400023,36047020300,-73.96293,40.679134,R,"818 DEAN ST,, BROOKLYN,, NY,, 11238",Match,Exact,"818 DEAN ST, BROOKLYN, NY, 11238",59078062
542,3011410043,36047030500,-73.95888,40.678223,R,"634 CLASSON AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"634 CLASSON AVE, BROOKLYN, NY, 11238",59078450
543,3011410044,36047030500,-73.9589,40.67815,R,"636 CLASSON AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"636 CLASSON AVE, BROOKLYN, NY, 11238",59078450
544,3011410045,36047030500,-73.95892,40.67808,R,"638 CLASSON AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"638 CLASSON AVE, BROOKLYN, NY, 11238",59078450
545,3011410049,36047030500,-73.95901,40.677864,R,"644 CLASSON AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"644 CLASSON AVE, BROOKLYN, NY, 11238",59078450
546,3011410050,36047030500,-73.95906,40.67772,R,"648 CLASSON AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"648 CLASSON AVE, BROOKLYN, NY, 11238",59078450
547,3011410050,36047030500,-73.95903,40.67779,R,"646 CLASSON AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"646 CLASSON AVE, BROOKLYN, NY, 11238",59078450
548,3011410076,36047030500,-73.96133,40.677982,L,"801 BERGEN ST,, BROOKLYN,, NY,, 11238",Match,Exact,"801 BERGEN ST, BROOKLYN, NY, 11238",59078437
549,3011420001,36047030500,-73.9591,40.677574,L,"665 CLASSON AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"665 CLASSON AVE, BROOKLYN, NY, 11238",59078450
550,3011420002,36047030500,-73.95907,40.677647,L,"663 CLASSON AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"663 CLASSON AVE, BROOKLYN, NY, 11238",59078450
551,3011420003,36047030500,-73.95899,40.67786,L,"657 CLASSON AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"657 CLASSON AVE, BROOKLYN, NY, 11238",59078450
552,3011420006,36047030500,-73.95896,40.677933,L,"655 CLASSON AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"655 CLASSON AVE, BROOKLYN, NY, 11238",59078450
553,3011420007,36047030500,-73.95894,40.678005,L,"653 CLASSON AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"653 CLASSON AVE, BROOKLYN, NY, 11238",59078450
554,3011420008,36047030500,-73.958916,40.678078,L,"651 CLASSON AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"651 CLASSON AVE, BROOKLYN, NY, 11238",59078450
555,3011420008,36047030500,-73.958885,40.67815,L,"649 CLASSON AVE,, BROOKLYN,, NY,, 11238",Match,Exact,"649 CLASSON AVE, BROOKLYN, NY, 11238",59078450
556,3011420084,36047030500,-73.95747,40.677174,L,"889 BERGEN ST,, BROOKLYN,, NY,, 11238",Match,Exact,"889 BERGEN ST, BROOKLYN, NY, 11238",59078453
557,3011420085,36047030500,-73.957565,40.677193,L,"887 BERGEN ST,, BROOKLYN,, NY,, 11238",Match,Exact,"887 BERGEN ST, BROOKLYN, NY, 11238",59078453
558,3011420087,36047030500,-73.95793,40.67727,L,"879 BERGEN ST,, BROOKLYN,, NY,, 11238",Match,Exact,"879 BERGEN ST, BROOKLYN, NY, 11238",59078453
559,3011420089,36047030500,-73.958206,40.677326,L,"873 BERGEN ST,, BROOKLYN,, NY,, 11238",Match,Exact,"873 BERGEN ST, BROOKLYN, NY, 11238",59078453
